date_submitted,type,grant,la_code,ward_code
2023-03-02,individual,my_leeds_grant_app,E08000035,E05011409
2023-03-02,other,my_leeds_grant_app,E08000035,E05011409
2023-03-02,individual,my_leeds_grant_app,E08000035,E05011410
2023-03-02,individual,my_leeds_grant_app,E08000035,E05011413
2023-03-02,arts_organisation,my_leeds_grant_app,E08000035,E05011413
2023-03-02,individual,my_leeds_grant_app,E08000035,E05011547
2023-03-02,arts_organisation,my_leeds_grant_app,E08000035,E05011547
2023-03-02,individual,my_leeds_grant_app,E08000035,E05012648
2023-03-02,organisation,my_leeds_grant_app,E08000035,E05012841
2023-03-02,community_group,my_leeds_grant_app,E08000035,E05012841
2023-03-02,individual,my_leeds_grant_app,E08000035,E05012841
2023-03-02,community_group,my_leeds_grant_app,E08000035,E05013830
2023-03-02,individual,my_leeds_grant_app,E08000035,E05013830
2023-03-02,individual,my_leeds_grant_app,E08000035,E05013831
2023-03-02,organisation,my_leeds_grant_app,E08000035,E05013831
2023-03-03,arts_organisation,my_leeds_grant_app,E08000035,E05011385
2023-03-03,individual,my_leeds_grant_app,E08000035,E05011387
2023-03-03,community_group,my_leeds_grant_app,E08000035,E05011388
2023-03-03,community_group,my_leeds_grant_app,E08000035,E05011388
2023-03-03,organisation,my_leeds_grant_app,E08000035,E05011388
2023-03-03,arts_organisation,my_leeds_grant_app,E08000035,E05011389
2023-03-03,organisation,my_leeds_grant_app,E08000035,E05011389
2023-03-03,individual,my_leeds_grant_app,E08000035,E05011391
2023-03-03,individual,my_leeds_grant_app,E08000035,E05011394
2023-03-03,individual,my_leeds_grant_app,E08000035,E05011394
2023-03-03,individual,my_leeds_grant_app,E08000035,E05011395
2023-03-03,arts_organisation,my_leeds_grant_app,E08000035,E05011395
2023-03-03,organisation,my_leeds_grant_app,E08000035,E05011395
2023-03-03,organisation,my_leeds_grant_app,E08000035,E05011395
2023-03-03,other,my_leeds_grant_app,E08000035,E05011396
2023-03-03,arts_organisation,my_leeds_grant_app,E08000035,E05011396
2023-03-03,arts_organisation,my_leeds_grant_app,E08000035,E05011396
2023-03-03,individual,my_leeds_grant_app,E08000035,E05011397
2023-03-03,individual,my_leeds_grant_app,E08000035,E05011397
2023-03-03,individual,my_leeds_grant_app,E08000035,E05011397
2023-03-03,other,my_leeds_grant_app,E08000035,E05011399
2023-03-03,other,my_leeds_grant_app,E08000035,E05011399
2023-03-03,organisation,my_leeds_grant_app,E08000035,E05011400
2023-03-03,other,my_leeds_grant_app,E08000035,E05011400
2023-03-03,organisation,my_leeds_grant_app,E08000035,E05011403
2023-03-03,organisation,my_leeds_grant_app,E08000035,E05011404
2023-03-03,community_group,my_leeds_grant_app,E08000035,E05011404
2023-03-03,individual,my_leeds_grant_app,E08000035,E05011406
2023-03-03,individual,my_leeds_grant_app,E08000035,E05011406
2023-03-03,organisation,my_leeds_grant_app,E08000035,E05011406
2023-03-03,,my_leeds_grant_app,E08000035,E05011406
2023-03-03,individual,my_leeds_grant_app,E08000035,E05011407
2023-03-03,individual,my_leeds_grant_app,E08000035,E05011409
2023-03-03,individual,my_leeds_grant_app,E08000035,E05011411
2023-03-03,organisation,my_leeds_grant_app,E08000035,E05011411
2023-03-03,individual,my_leeds_grant_app,E08000035,E05011411
2023-03-03,arts_organisation,my_leeds_grant_app,E08000035,E05011411
2023-03-03,other,my_leeds_grant_app,E08000035,E05011411
2023-03-03,organisation,my_leeds_grant_app,E08000035,E05011413
2023-03-03,individual,my_leeds_grant_app,E08000035,E05011413
2023-03-03,other,my_leeds_grant_app,E08000035,E05011547
2023-03-03,individual,my_leeds_grant_app,E08000035,E05012648
2023-03-03,individual,my_leeds_grant_app,E08000035,E05012841
2023-03-03,organisation,my_leeds_grant_app,E08000035,E05012841
2023-03-03,individual,my_leeds_grant_app,E08000035,E05012841
2023-03-03,individual,my_leeds_grant_app,E08000035,E05012842
2023-03-03,organisation,my_leeds_grant_app,E08000035,E05012842
2023-03-03,individual,my_leeds_grant_app,E08000035,E05012842
2023-03-03,arts_organisation,my_leeds_grant_app,E08000035,E05013830
2023-03-03,,my_leeds_grant_app,UNKNOWN,UNKNOWN
2023-03-04,individual,my_leeds_grant_app,E08000035,E05011388
2023-03-04,community_group,my_leeds_grant_app,E08000035,E05011388
2023-03-04,arts_organisation,my_leeds_grant_app,E08000035,E05011389
2023-03-04,community_group,my_leeds_grant_app,E08000035,E05011389
2023-03-04,community_group,my_leeds_grant_app,E08000035,E05011391
2023-03-04,organisation,my_leeds_grant_app,E08000035,E05011394
2023-03-04,individual,my_leeds_grant_app,E08000035,E05011395
2023-03-04,individual,my_leeds_grant_app,E08000035,E05011395
2023-03-04,other,my_leeds_grant_app,E08000035,E05011396
2023-03-04,individual,my_leeds_grant_app,E08000035,E05011400
2023-03-04,,my_leeds_grant_app,E08000035,E05011401
2023-03-04,individual,my_leeds_grant_app,E08000035,E05011403
2023-03-04,individual,my_leeds_grant_app,E08000035,E05011403
2023-03-04,organisation,my_leeds_grant_app,E08000035,E05011404
2023-03-04,community_group,my_leeds_grant_app,E08000035,E05011404
2023-03-04,individual,my_leeds_grant_app,E08000035,E05011406
2023-03-04,arts_organisation,my_leeds_grant_app,E08000035,E05011406
2023-03-04,individual,my_leeds_grant_app,E08000035,E05011406
2023-03-04,other,my_leeds_grant_app,E08000035,E05011407
2023-03-04,individual,my_leeds_grant_app,E08000035,E05011407
2023-03-04,community_group,my_leeds_grant_app,E08000035,E05011409
2023-03-04,individual,my_leeds_grant_app,E08000035,E05011413
2023-03-04,other,my_leeds_grant_app,E08000035,E05011414
2023-03-04,voluntary_group,my_leeds_grant_app,E08000035,E05011414
2023-03-04,community_group,my_leeds_grant_app,E08000035,E05011547
2023-03-04,community_group,my_leeds_grant_app,E08000035,E05011549
2023-03-04,voluntary_group,my_leeds_grant_app,E08000035,E05012647
2023-03-04,individual,my_leeds_grant_app,E08000035,E05012841
2023-03-04,arts_organisation,my_leeds_grant_app,E08000035,E05012841
2023-03-04,other,my_leeds_grant_app,E08000035,E05012841
2023-03-04,individual,my_leeds_grant_app,E08000035,E05012842
2023-03-04,other,my_leeds_grant_app,E08000035,E05013830
2023-03-05,voluntary_group,my_leeds_grant_app,E08000035,E05011384
2023-03-05,community_group,my_leeds_grant_app,E08000035,E05011384
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011385
2023-03-05,arts_organisation,my_leeds_grant_app,E08000035,E05011385
2023-03-05,community_group,my_leeds_grant_app,E08000035,E05011385
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011385
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011387
2023-03-05,voluntary_group,my_leeds_grant_app,E08000035,E05011387
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011387
2023-03-05,community_group,my_leeds_grant_app,E08000035,E05011387
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011387
2023-03-05,arts_organisation,my_leeds_grant_app,E08000035,E05011387
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011387
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011387
2023-03-05,community_group,my_leeds_grant_app,E08000035,E05011387
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011388
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011388
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011389
2023-03-05,community_group,my_leeds_grant_app,E08000035,E05011389
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011389
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011389
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011389
2023-03-05,other,my_leeds_grant_app,E08000035,E05011389
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011389
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011391
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011391
2023-03-05,other,my_leeds_grant_app,E08000035,E05011391
2023-03-05,other,my_leeds_grant_app,E08000035,E05011391
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011391
2023-03-05,other,my_leeds_grant_app,E08000035,E05011391
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011394
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011394
2023-03-05,community_group,my_leeds_grant_app,E08000035,E05011394
2023-03-05,community_group,my_leeds_grant_app,E08000035,E05011394
2023-03-05,community_group,my_leeds_grant_app,E08000035,E05011395
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011395
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011395
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011395
2023-03-05,community_group,my_leeds_grant_app,E08000035,E05011395
2023-03-05,community_group,my_leeds_grant_app,E08000035,E05011395
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011396
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011396
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011396
2023-03-05,community_group,my_leeds_grant_app,E08000035,E05011397
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011397
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011397
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011397
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011397
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011397
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011399
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011399
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011399
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011400
2023-03-05,community_group,my_leeds_grant_app,E08000035,E05011401
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011401
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011402
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011403
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011403
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011403
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011403
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011404
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011404
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011405
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011405
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011406
2023-03-05,community_group,my_leeds_grant_app,E08000035,E05011407
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011407
2023-03-05,other,my_leeds_grant_app,E08000035,E05011407
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011407
2023-03-05,arts_organisation,my_leeds_grant_app,E08000035,E05011407
2023-03-05,community_group,my_leeds_grant_app,E08000035,E05011409
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011409
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011409
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011409
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011410
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011411
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011411
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011413
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011413
2023-03-05,community_group,my_leeds_grant_app,E08000035,E05011413
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011413
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011413
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011413
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011413
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011413
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011413
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011413
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011413
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011414
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011414
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011547
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011547
2023-03-05,individual,my_leeds_grant_app,E08000035,E05011547
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05011549
2023-03-05,community_group,my_leeds_grant_app,E08000035,E05011549
2023-03-05,individual,my_leeds_grant_app,E08000035,E05012647
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05012647
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05012647
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05012647
2023-03-05,individual,my_leeds_grant_app,E08000035,E05012648
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05012648
2023-03-05,community_group,my_leeds_grant_app,E08000035,E05012841
2023-03-05,individual,my_leeds_grant_app,E08000035,E05012841
2023-03-05,individual,my_leeds_grant_app,E08000035,E05012841
2023-03-05,community_group,my_leeds_grant_app,E08000035,E05012841
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05012841
2023-03-05,individual,my_leeds_grant_app,E08000035,E05012841
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05012842
2023-03-05,individual,my_leeds_grant_app,E08000035,E05012842
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05013830
2023-03-05,individual,my_leeds_grant_app,E08000035,E05013831
2023-03-05,organisation,my_leeds_grant_app,E08000035,E05013831
2023-03-05,individual,my_leeds_grant_app,E08000035,E05013831
2023-03-06,individual,my_leeds_grant_app,E08000035,E05011384
2023-03-06,individual,my_leeds_grant_app,E08000035,E05011384
2023-03-06,individual,my_leeds_grant_app,E08000035,E05011385
2023-03-06,community_group,my_leeds_grant_app,E08000035,E05011387
2023-03-06,community_group,my_leeds_grant_app,E08000035,E05011387
2023-03-06,individual,my_leeds_grant_app,E08000035,E05011388
2023-03-06,individual,my_leeds_grant_app,E08000035,E05011388
2023-03-06,individual,my_leeds_grant_app,E08000035,E05011388
2023-03-06,other,my_leeds_grant_app,E08000035,E05011388
2023-03-06,individual,my_leeds_grant_app,E08000035,E05011388
2023-03-06,community_group,my_leeds_grant_app,E08000035,E05011388
2023-03-06,individual,my_leeds_grant_app,E08000035,E05011388
2023-03-06,other,my_leeds_grant_app,E08000035,E05011389
2023-03-06,individual,my_leeds_grant_app,E08000035,E05011389
2023-03-06,individual,my_leeds_grant_app,E08000035,E05011394
2023-03-06,organisation,my_leeds_grant_app,E08000035,E05011394
2023-03-06,organisation,my_leeds_grant_app,E08000035,E05011394
2023-03-06,individual,my_leeds_grant_app,E08000035,E05011395
2023-03-06,individual,my_leeds_grant_app,E08000035,E05011396
2023-03-06,other,my_leeds_grant_app,E08000035,E05011396
2023-03-06,individual,my_leeds_grant_app,E08000035,E05011399
2023-03-06,individual,my_leeds_grant_app,E08000035,E05011399
2023-03-06,individual,my_leeds_grant_app,E08000035,E05011400
2023-03-06,arts_organisation,my_leeds_grant_app,E08000035,E05011402
2023-03-06,individual,my_leeds_grant_app,E08000035,E05011403
2023-03-06,individual,my_leeds_grant_app,E08000035,E05011403
2023-03-06,organisation,my_leeds_grant_app,E08000035,E05011405
2023-03-06,individual,my_leeds_grant_app,E08000035,E05011405
2023-03-06,individual,my_leeds_grant_app,E08000035,E05011405
2023-03-06,individual,my_leeds_grant_app,E08000035,E05011405
2023-03-06,other,my_leeds_grant_app,E08000035,E05011405
2023-03-06,individual,my_leeds_grant_app,E08000035,E05011406
2023-03-06,arts_organisation,my_leeds_grant_app,E08000035,E05011406
2023-03-06,arts_organisation,my_leeds_grant_app,E08000035,E05011407
2023-03-06,organisation,my_leeds_grant_app,E08000035,E05011409
2023-03-06,individual,my_leeds_grant_app,E08000035,E05011547
2023-03-06,other,my_leeds_grant_app,E08000035,E05012647
2023-03-06,other,my_leeds_grant_app,E08000035,E05012647
2023-03-06,individual,my_leeds_grant_app,E08000035,E05012648
2023-03-06,community_group,my_leeds_grant_app,E08000035,E05012842
2023-03-06,other,my_leeds_grant_app,E08000035,E05012842
2023-03-06,organisation,my_leeds_grant_app,E08000035,E05012842
2023-03-06,organisation,my_leeds_grant_app,E08000035,E05012842
2023-03-07,individual,my_leeds_grant_app,E08000035,E05013831
2023-03-07,individual,my_leeds_grant_app,E08000035,E05013831
2023-03-08,individual,my_leeds_grant_app,E08000035,E05011389
2023-03-13,voluntary_group,my_leeds_grant_app,E08000035,E05012842
2023-03-20,individual,my_leeds_grant_app,E08000035,E05012647
2023-03-20,individual,my_leeds_grant_app,E08000035,E05012648
2023-03-21,individual,my_leeds_grant_app,E08000035,E05011385
2023-03-21,individual,my_leeds_grant_app,E08000035,E05011387
2023-03-21,individual,my_leeds_grant_app,E08000035,E05011403
2023-03-21,individual,my_leeds_grant_app,E08000035,E05012647
2023-03-21,community_group,my_leeds_grant_app,E08000035,E05012647
2023-03-21,community_group,my_leeds_grant_app,E08000035,E05012648
2023-03-21,individual,my_leeds_grant_app,E08000035,E05012842
2023-03-23,voluntary_group,my_leeds_grant_app,E08000035,E05011414
