date,audience,net_audience_growth,audience_gained,sent_messages_total,published_posts_total,received_messages_total,impressions,video_views,engagements,engagement_rate_per_impression,reactions,comments,shares,post_link_clicks,other_post_clicks,sent_posts_facebook,sent_comments_facebook,sent_private_messages_facebook,received_wall_posts_facebook,received_comments_facebook,received_private_messages_facebook,sent_ad_posts_facebook,received_ad_comments_facebook,sent_ad_comments_facebook
2023-03-17,5794,4,0,0,0,7,3831,3,93,2.43,14,0,3,20,56,0,0,0,7,0,0,0,0,0
2023-03-18,5797,3,0,0,0,7,3594,2,82,2.28,8,1,0,20,53,0,0,0,6,0,0,0,1,0
2023-03-19,5797,0,0,0,0,0,4403,6,79,1.79,8,0,3,16,52,0,0,0,0,0,0,0,0,0
2023-03-20,5798,1,0,3,3,4,5541,3,218,3.93,36,1,21,91,69,3,0,0,4,0,0,0,0,0
2023-03-21,5803,5,0,1,1,6,1692,1,95,5.61,32,2,21,25,15,1,0,0,6,0,0,0,0,0
2023-03-22,5804,1,0,1,1,9,1972,4,99,5.02,22,2,21,30,24,1,0,0,8,1,0,0,0,0
2023-03-23,5806,2,0,0,0,5,1010,3,94,9.31,48,6,18,8,14,0,0,0,4,1,0,0,0,0
2023-03-24,5807,1,0,1,1,6,1488,5,89,5.98,38,2,10,26,13,1,0,0,6,0,0,0,0,0
2023-03-25,5810,3,0,0,0,0,805,2,39,4.84,17,0,1,11,10,0,0,0,0,0,0,0,0,0
2023-03-26,5811,1,0,0,0,5,414,8,12,2.9,4,1,0,3,4,0,0,0,5,0,0,0,0,0
2023-03-27,5815,4,0,0,0,3,499,7,15,3.01,6,0,4,1,4,0,0,0,3,0,0,0,0,0
2023-03-28,5817,2,0,2,2,11,9016,6,925,10.26,250,24,27,44,580,2,0,0,7,4,0,0,0,0
2023-03-29,5829,12,0,0,0,12,5159,6,405,7.85,100,12,6,15,272,0,0,0,7,5,0,0,0,0
2023-03-30,5836,7,0,5,5,15,11213,4,281,2.51,88,10,24,45,114,5,0,0,13,2,0,0,0,0
2023-03-31,5840,4,0,4,3,13,6538,6,261,3.99,68,7,27,54,105,3,1,0,7,6,0,0,0,0
2023-04-01,5842,2,0,3,3,3,3533,3,111,3.14,30,2,3,29,47,1,0,0,2,1,0,2,0,0
2023-04-02,5845,3,0,0,0,2,12259,2,70,0.57,24,0,4,24,18,0,0,0,2,0,0,0,0,0
2023-04-03,5847,2,0,4,2,7,9076,8,171,1.88,29,5,26,30,81,2,2,0,6,1,0,0,0,0
2023-04-04,5848,1,0,1,1,7,2608,218,99,3.8,20,2,12,10,55,1,0,0,6,1,0,0,0,0
2023-04-05,5856,8,0,9,8,6,17301,172,823,4.76,93,5,49,67,609,5,1,0,5,1,0,3,0,0
2023-04-06,5872,16,0,3,3,12,65298,8799,3065,4.69,108,16,24,898,2019,3,0,0,5,5,1,0,1,0
2023-04-07,5878,6,0,8,1,19,38185,4475,1067,2.79,75,12,26,480,474,1,3,3,11,3,2,0,3,1
2023-04-08,5884,6,0,4,2,16,13668,1297,497,3.64,32,19,14,139,293,2,1,0,4,7,0,0,5,1
2023-04-09,5892,8,0,2,2,2,5525,83,159,2.88,41,4,13,8,93,2,0,0,2,0,0,0,0,0
2023-04-10,5894,2,0,0,0,2,3849,54,103,2.68,26,2,5,8,62,0,0,0,1,1,0,0,0,0
2023-04-11,5905,11,0,2,2,11,3752,29,113,3.01,20,0,4,54,35,2,0,0,11,0,0,0,0,0
2023-04-12,5914,9,0,0,0,14,3193,12,64,2,10,3,13,9,29,0,0,0,14,0,0,0,0,0
2023-04-13,5923,9,0,2,2,6,4327,14,209,4.83,7,5,1,53,143,0,0,0,6,0,0,2,0,0
2023-04-14,5934,11,0,0,0,10,6856,22,472,6.88,34,4,7,122,305,0,0,0,6,2,1,0,1,0
2023-04-15,5946,12,0,1,1,2,8648,12,434,5.02,21,0,6,117,290,1,0,0,2,0,0,0,0,0
2023-04-16,5955,9,0,1,1,6,10869,8,564,5.19,31,2,6,164,361,1,0,0,5,1,0,0,0,0
2023-04-17,5964,9,0,4,4,8,13712,15,686,5,65,3,24,136,458,4,0,0,7,1,0,0,0,0
2023-04-18,5974,10,0,5,5,7,14817,92,1093,7.38,101,1,17,294,680,3,0,0,6,1,0,2,0,0
2023-04-19,5979,5,0,1,1,20,13966,47,1114,7.98,72,7,12,332,691,1,0,0,14,1,0,0,5,0
2023-04-20,5989,10,0,1,1,11,12985,28,863,6.65,31,8,17,293,514,1,0,0,9,0,0,0,2,0
2023-04-21,5995,6,0,2,2,11,13285,15,764,5.75,34,1,10,301,418,2,0,0,10,0,0,0,1,0
2023-04-22,6005,10,0,0,0,13,13287,11,730,5.49,38,4,6,252,430,0,0,0,9,0,0,0,4,0
2023-04-23,6011,6,0,0,0,7,19386,8,993,5.12,43,3,3,395,549,0,0,0,4,0,0,0,3,0
2023-04-24,6019,8,0,3,3,15,15669,8,870,5.55,38,5,23,303,501,1,0,0,11,0,0,2,4,0
2023-04-25,6026,7,0,5,5,9,17976,3,1312,7.3,157,2,31,283,839,3,0,0,8,0,0,2,1,0
2023-04-26,6033,7,0,2,2,12,20517,9,1157,5.64,158,17,46,328,608,2,0,0,7,0,1,0,4,0
2023-04-27,6035,2,0,1,1,12,17664,5,827,4.68,99,12,24,281,411,1,0,0,8,0,0,0,4,0
2023-04-28,6044,9,0,4,4,11,18666,8,829,4.44,72,14,26,310,407,4,0,0,9,1,0,0,1,0
2023-04-29,6051,7,0,0,0,7,14562,9,684,4.7,45,2,3,323,311,0,0,0,7,0,0,0,0,0
2023-04-30,6058,7,0,0,0,10,17994,13,754,4.19,30,1,5,377,341,0,0,0,8,0,0,0,2,0
2023-05-01,6074,16,0,1,1,15,25406,10,1942,7.64,251,26,31,413,1221,1,0,0,6,8,0,0,1,0
2023-05-02,6089,15,0,8,6,27,20775,4,2145,10.32,390,32,41,284,1398,3,1,1,10,12,3,3,2,0
2023-05-03,6097,8,0,1,1,29,14922,9,1085,7.27,156,33,12,228,656,0,0,0,5,5,0,1,19,0
2023-05-04,6101,4,0,1,1,10,16179,6,837,5.17,73,7,12,256,489,0,0,0,6,2,0,1,2,0
2023-05-05,6106,5,0,1,1,7,12122,6,594,4.9,91,1,11,175,316,1,0,0,6,0,0,0,1,0
2023-05-06,6106,0,0,2,2,2,6023,5,281,4.67,33,0,10,70,168,0,0,0,2,0,0,2,0,0
2023-05-07,6111,5,0,0,0,5,30123,12,1008,3.35,46,1,7,441,513,0,0,0,4,0,0,0,1,0
2023-05-08,6118,7,0,0,0,9,47510,16,1523,3.21,43,5,3,613,859,0,0,0,4,0,0,0,5,0
2023-05-09,6125,7,0,0,0,5,34301,7,1174,3.42,115,9,10,338,702,0,0,0,4,1,0,0,0,0
2023-05-10,6132,7,0,0,0,15,25908,8,721,2.78,46,6,4,278,387,0,0,0,12,1,2,0,0,0
2023-05-11,6149,17,0,4,3,23,29728,2,1619,5.45,238,31,41,291,1018,3,0,1,9,14,0,0,0,0
2023-05-12,6165,16,0,0,0,8,23450,9,978,4.17,119,19,25,206,609,0,0,0,7,0,0,0,1,0
2023-05-13,6183,18,0,2,2,8,21159,8,927,4.38,107,5,24,125,666,2,0,0,4,4,0,0,0,0
2023-05-14,6189,6,0,2,2,5,19104,396,902,4.72,111,4,4,97,686,2,0,0,2,3,0,0,0,0
2023-05-15,6192,3,0,2,2,12,13945,67,592,4.25,60,8,5,78,441,1,0,0,10,2,0,1,0,0
2023-05-16,6197,5,0,20,5,7,9571,25,477,4.98,48,19,3,42,365,5,15,0,3,4,0,0,0,0
2023-05-17,6201,4,0,0,0,9,5772,12,223,3.86,19,1,13,29,161,0,0,0,8,1,0,0,0,0
2023-05-18,6205,4,0,2,1,8,9021,6,353,3.91,33,3,15,40,262,1,1,0,6,2,0,0,0,0
2023-05-19,6227,22,0,0,0,9,4687,5,142,3.03,15,0,1,26,100,0,0,0,8,1,0,0,0,0
2023-05-20,6230,3,0,0,0,6,3166,4,66,2.08,7,1,0,20,38,0,0,0,5,1,0,0,0,0
2023-05-21,6231,1,0,0,0,3,1606,8,35,2.18,3,0,0,6,26,0,0,0,3,0,0,0,0,0
2023-05-22,6235,4,0,1,1,8,933,5,38,4.07,7,0,2,2,27,1,0,0,8,0,0,0,0,0
2023-05-23,6241,6,0,2,2,9,1584,4,242,15.28,34,1,9,10,188,2,0,0,8,1,0,0,0,0
2023-05-24,6250,9,0,3,2,8,12272,6,1411,11.5,46,4,28,393,940,1,1,0,6,0,0,1,2,0
2023-05-25,6264,14,0,4,4,19,11665,205,1184,10.15,65,4,18,289,808,4,0,0,15,1,0,0,3,0
2023-05-26,6275,11,0,1,1,23,18496,110,1593,8.61,223,18,20,359,973,1,0,0,10,9,0,0,4,0
2023-05-27,6283,8,0,0,0,4,14769,49,1148,7.77,65,0,5,283,795,0,0,0,4,0,0,0,0,0
2023-05-28,6289,6,0,0,0,8,14080,51,1097,7.79,49,4,17,292,735,0,0,0,3,0,2,0,3,0
2023-05-29,6294,5,0,0,0,8,12353,31,827,6.69,21,6,5,217,578,0,0,0,2,0,0,0,6,0
2023-05-30,6302,8,0,0,0,8,14632,18,921,6.29,26,0,3,231,661,0,0,0,7,0,1,0,0,0
2023-05-31,6306,4,0,0,0,14,12424,21,708,5.7,15,6,1,184,502,0,0,0,10,0,0,0,4,0
2023-06-01,6308,2,0,5,3,10,13974,25,1010,7.23,55,8,12,241,694,3,0,2,4,1,2,0,3,0
2023-06-02,6316,8,0,0,0,10,13564,12,896,6.61,27,6,2,183,678,0,0,0,5,0,0,0,5,0
2023-06-03,6320,4,0,0,0,11,13247,9,999,7.54,20,11,2,217,749,0,0,0,3,0,0,0,8,0
2023-06-04,6323,3,0,1,1,6,15297,13,1001,6.54,17,3,2,225,754,1,0,0,4,0,0,0,2,0
2023-06-05,6329,6,0,1,1,5,14702,11,896,6.09,22,4,5,186,679,1,0,0,3,0,0,0,2,0
2023-06-06,6331,2,0,2,2,8,17980,13,690,3.84,28,7,3,170,482,1,0,0,3,0,0,1,5,0
2023-06-07,6238,-93,0,2,2,9,23396,7,690,2.95,60,6,7,150,467,2,0,0,3,2,0,0,4,0
2023-06-08,6346,108,0,4,2,13,21241,50,639,3.01,31,5,3,135,465,2,0,1,9,0,0,0,4,1
2023-06-09,6350,4,0,2,2,7,22001,101,700,3.18,32,3,19,168,478,1,0,0,2,3,1,0,1,0
2023-06-10,6353,3,0,1,1,7,21102,31,542,2.57,2,4,0,132,404,1,0,0,1,2,0,0,4,0
2023-06-11,6357,4,0,0,0,2,21333,29,487,2.28,3,2,0,132,350,0,0,0,0,0,0,0,2,0
2023-06-12,6361,4,0,3,2,21,19840,155,440,2.22,1,9,0,99,331,2,1,0,11,1,0,0,9,0
2023-06-13,6378,17,0,2,2,14,25714,105,969,3.77,3,5,5,457,499,0,0,0,10,1,0,1,3,0
2023-06-14,6396,18,0,3,3,27,21486,278,890,4.14,63,18,17,425,367,1,0,0,11,3,0,0,13,0
2023-06-15,6409,13,0,3,3,19,17526,181,899,5.13,142,12,18,285,442,3,0,0,16,2,0,0,1,0
2023-06-16,6422,13,0,2,2,15,13690,85,822,6,108,8,12,217,477,2,0,0,10,2,0,0,3,0
2023-06-17,6436,14,0,0,0,14,17634,63,750,4.25,90,11,10,277,362,0,0,0,8,1,0,0,5,0
2023-06-18,6445,9,0,0,0,5,18171,51,456,2.51,20,4,3,224,205,0,0,0,1,1,0,0,3,0
2023-06-19,6455,10,0,1,1,18,17817,35,513,2.88,33,9,7,255,209,1,0,0,9,4,0,0,5,0
2023-06-20,6461,6,0,2,2,15,15910,30,478,3,60,4,12,207,195,2,0,0,8,2,3,0,2,0
2023-06-21,6467,6,0,3,3,8,16899,59,527,3.12,59,7,20,222,219,3,0,0,4,1,0,0,3,0
2023-06-22,6481,14,0,1,1,17,17066,61,481,2.82,51,16,2,208,204,1,0,0,11,1,0,0,5,0
2023-06-23,6498,17,0,0,0,5,14357,26,386,2.69,22,6,3,215,140,0,0,0,4,0,0,0,1,0
2023-06-24,6507,9,0,1,1,7,14933,25,344,2.3,15,2,5,187,135,1,0,0,6,1,0,0,0,0
2023-06-25,6529,22,0,0,0,7,16412,20,367,2.24,28,5,7,194,133,0,0,0,3,0,0,0,4,0
2023-06-26,6542,13,0,4,2,11,18654,19,590,3.16,57,9,12,204,308,2,1,0,6,5,0,0,0,1
2023-06-27,6548,6,0,2,1,9,10905,7,300,2.75,31,6,5,138,120,1,1,0,5,0,2,0,2,0
2023-06-28,6558,10,0,4,3,10,9140,8,351,3.84,43,11,7,72,218,2,1,0,6,3,0,1,1,0
2023-06-29,6567,9,0,2,2,18,10223,7,398,3.89,41,0,6,86,265,1,0,0,18,0,0,1,0,0
2023-06-30,6575,8,0,0,0,14,11067,13,461,4.17,30,3,6,134,288,0,0,0,11,0,0,0,3,0
2023-07-01,6588,13,0,0,0,15,12746,5,650,5.1,28,8,8,175,431,0,0,0,11,0,0,0,4,0
2023-07-02,6602,14,0,0,0,16,13467,6,575,4.27,19,5,2,127,422,0,0,0,14,0,0,0,2,0
2023-07-03,6616,14,0,0,0,31,12959,17,530,4.09,29,2,4,121,374,0,0,0,31,0,0,0,0,0
2023-07-04,6624,8,0,0,0,13,11252,8,464,4.12,22,0,5,138,299,0,0,0,12,0,1,0,0,0
2023-07-05,6631,7,0,4,2,17,13754,4,578,4.2,57,12,9,141,359,2,0,0,16,0,0,0,1,2
2023-07-06,6636,5,0,1,1,10,11358,3,409,3.6,36,3,7,92,271,1,0,0,7,1,0,0,2,0
2023-07-07,6642,6,0,0,0,9,10824,1,363,3.35,29,0,7,109,218,0,0,0,9,0,0,0,0,0
2023-07-08,6660,18,0,0,0,7,11658,7,396,3.4,22,2,3,110,259,0,0,0,7,0,0,0,0,0
2023-07-09,6673,13,0,2,2,10,11812,3,392,3.32,24,1,9,106,252,2,0,0,9,0,0,0,1,0
2023-07-10,6684,11,0,2,2,10,12675,6,427,3.37,36,1,5,109,276,2,0,0,9,0,0,0,1,0
2023-07-11,6691,7,0,1,1,6,13133,7,446,3.4,31,2,3,120,290,1,0,0,3,0,1,0,2,0
2023-07-12,6694,3,0,1,1,10,11844,1,508,4.29,24,2,5,132,345,1,0,0,8,0,0,0,2,0
2023-07-13,6714,20,0,1,1,10,9608,65,431,4.49,21,2,6,82,320,0,0,0,8,1,0,0,1,0
2023-07-14,6738,24,0,0,0,12,1995,111,141,7.07,20,3,6,13,99,0,0,0,9,2,0,0,1,0
2023-07-15,6759,21,0,0,0,5,1568,45,53,3.38,4,1,2,1,45,0,0,0,5,0,0,0,0,0
2023-07-16,6764,5,0,0,0,6,877,17,26,2.96,8,0,1,2,15,0,0,0,1,0,5,0,0,0
2023-07-17,6767,3,0,3,3,13,2314,9,151,6.53,18,2,0,2,129,3,0,0,11,1,1,0,0,0
2023-07-18,6768,1,0,0,0,14,1897,6,119,6.27,20,4,1,11,83,0,0,0,10,2,2,0,0,0
2023-07-19,6772,4,0,8,3,12,3695,6,124,3.36,23,6,7,18,70,3,0,5,6,1,5,0,0,0
2023-07-20,6776,4,0,0,0,2,1591,9,79,4.97,21,1,2,18,37,0,0,0,2,0,0,0,0,0
2023-07-21,6779,3,0,0,0,8,1471,8,41,2.79,10,0,1,11,19,0,0,0,8,0,0,0,0,0
2023-07-22,6789,10,0,0,0,6,1281,7,28,2.19,1,1,0,6,20,0,0,0,6,0,0,0,0,0
2023-07-23,6828,39,0,0,0,11,2131,9,34,1.6,2,1,1,1,29,0,0,0,10,0,1,0,0,0
2023-07-24,0,0,0,0,0,4,1084,7,13,1.2,3,1,0,1,8,0,0,0,4,0,0,0,0,0
2023-07-25,6849,0,0,2,1,6,1350,4,30,2.22,9,0,2,6,13,1,0,1,5,0,1,0,0,0
2023-07-26,6856,7,0,2,2,6,1449,118,39,2.69,6,1,0,5,27,1,0,0,5,1,0,0,0,0
2023-07-27,6860,4,0,1,1,6,2000,149,59,2.95,19,0,0,2,38,1,0,0,6,0,0,0,0,0
2023-07-28,6861,1,0,0,0,8,1007,87,16,1.59,5,0,2,2,7,0,0,0,6,0,2,0,0,0
2023-07-29,6863,2,0,0,0,9,988,62,9,0.91,4,2,0,0,3,0,0,0,7,2,0,0,0,0
2023-07-30,6868,5,0,0,0,1,774,45,7,0.9,1,0,0,4,2,0,0,0,0,0,1,0,0,0
2023-07-31,6870,2,0,1,1,5,3179,43,159,5,33,3,13,43,67,1,0,0,2,3,0,0,0,0
2023-08-01,6872,2,0,1,0,2,1290,22,24,1.86,8,0,0,3,13,0,0,1,2,0,0,0,0,0
2023-08-02,6878,6,0,0,0,3,1086,23,51,4.7,9,3,2,14,23,0,0,0,3,0,0,0,0,0
2023-08-03,6881,3,0,3,3,3,2631,13,95,3.61,25,4,5,20,41,3,0,0,3,0,0,0,0,0
2023-08-04,6900,19,0,1,1,18,11800,16,1795,15.21,160,35,27,153,1420,1,0,0,8,9,1,0,0,0
2023-08-05,6914,14,0,0,0,11,3653,10,341,9.33,44,9,1,36,251,0,0,0,8,3,0,0,0,0
2023-08-06,6920,6,0,0,0,6,1853,17,88,4.75,20,2,1,10,55,0,0,0,2,2,2,0,0,0
2023-08-07,6925,5,0,0,0,4,1641,19,73,4.45,20,7,1,7,38,0,0,0,1,3,0,0,0,0
2023-08-08,6928,3,0,1,1,3,1900,5,67,3.53,11,0,1,11,44,1,0,0,2,1,0,0,0,0
2023-08-09,6931,3,0,5,1,4,1922,226,86,4.47,11,2,1,7,65,1,1,3,3,1,0,0,0,0
2023-08-10,6931,0,0,2,1,6,6902,55,649,9.4,13,0,3,159,474,0,0,1,4,0,2,1,0,0
2023-08-11,6939,8,0,4,4,6,25593,147,1613,6.3,75,5,16,420,1097,1,0,0,3,0,0,3,3,0
2023-08-12,6946,7,0,0,0,12,36052,76,1989,5.52,80,12,17,522,1358,0,0,0,6,0,0,0,6,0
2023-08-13,6962,16,0,1,1,9,49626,79,1973,3.98,93,14,23,543,1300,0,0,0,1,1,0,1,7,0
2023-08-14,6971,9,0,2,2,2,51372,57,1547,3.01,55,1,10,479,1002,1,0,0,2,0,0,1,0,0
2023-08-15,6975,4,0,3,3,10,46074,70,1371,2.98,38,6,6,398,923,2,0,0,4,0,0,1,6,0
2023-08-16,6976,1,0,0,0,8,47686,67,1238,2.6,32,4,10,396,796,0,0,0,4,0,0,0,4,0
2023-08-17,6985,9,0,3,3,10,49933,168,1205,2.41,46,1,12,377,769,2,0,0,9,0,0,0,1,0
2023-08-18,6989,4,0,1,1,11,47116,92,1098,2.33,32,3,1,388,674,1,0,0,8,1,0,0,2,0
2023-08-19,6994,5,0,1,1,2,38542,41,590,1.53,26,1,1,271,291,1,0,0,1,0,0,0,1,0
2023-08-20,6998,4,0,0,0,6,42356,30,612,1.44,31,2,12,302,265,0,0,0,4,1,0,0,1,0
2023-08-21,7005,7,0,4,4,10,41468,1020,634,1.53,42,5,27,286,274,1,0,0,5,4,0,3,1,0
2023-08-22,7009,4,0,0,0,5,29859,3290,661,2.21,33,3,6,324,295,0,0,0,3,1,0,0,1,0
2023-08-23,7010,1,0,1,1,15,52198,4350,1035,1.98,31,2,9,536,457,0,0,0,13,0,0,0,2,0
2023-08-24,7016,6,0,1,1,6,37829,7433,956,2.53,34,4,8,619,291,0,0,0,4,0,0,1,2,0
2023-08-25,7019,3,0,10,10,10,42045,9125,2487,5.92,50,4,6,1735,692,0,0,0,9,0,0,10,1,0
2023-08-26,7021,2,0,0,0,8,35672,5049,3197,8.96,27,3,3,2354,810,0,0,0,5,0,0,0,3,0
2023-08-27,7024,3,0,0,0,3,47326,6635,3393,7.17,17,0,2,2556,818,0,0,0,3,0,0,0,0,0
2023-08-28,7023,-1,0,0,0,4,51650,6862,3253,6.3,35,5,4,2373,836,0,0,0,3,0,0,0,1,0
2023-08-29,7025,2,0,0,0,5,53727,6721,2868,5.34,28,0,5,2102,733,0,0,0,5,0,0,0,0,0
2023-08-30,7031,6,0,0,0,2,51892,6982,2525,4.87,19,0,1,1919,586,0,0,0,2,0,0,0,0,0
2023-08-31,7041,10,0,22,22,8,25895,2684,977,3.77,65,5,9,464,434,3,0,0,3,0,0,19,5,0
2023-09-01,7046,5,0,7,7,9,21768,2961,765,3.51,61,14,13,173,504,0,0,0,5,0,0,7,4,0
2023-09-02,7050,4,0,0,0,10,30650,4676,1017,3.32,69,22,14,262,650,0,0,0,2,0,0,0,8,0
2023-09-03,7054,4,0,0,0,12,27822,4082,829,2.98,64,6,9,246,504,0,0,0,3,0,3,0,6,0
2023-09-04,7059,5,0,2,1,19,17733,1760,496,2.8,40,18,9,106,323,1,0,1,5,10,0,0,4,0
2023-09-05,7066,7,0,0,0,10,6749,81,348,5.16,53,16,7,50,222,0,0,0,7,2,1,0,0,0
2023-09-06,7071,5,0,1,1,8,6743,52,193,2.86,14,3,7,40,129,0,0,0,6,1,1,1,0,0
2023-09-07,7077,6,0,6,4,12,6142,44,274,4.46,17,6,5,54,192,1,0,2,6,1,2,3,3,0
2023-09-08,7077,0,0,1,1,4,5933,23,263,4.43,18,3,2,75,165,1,0,0,1,1,0,0,2,0
2023-09-09,7089,12,0,1,1,9,9053,26,1238,13.68,35,6,2,71,1124,1,0,0,3,6,0,0,0,0
2023-09-10,7094,5,0,0,0,3,7384,13,565,7.65,20,0,0,64,481,0,0,0,3,0,0,0,0,0
2023-09-11,7098,4,0,1,1,10,6476,22,267,4.12,15,5,2,58,187,1,0,0,5,0,0,0,5,0
2023-09-12,7106,8,0,1,1,6,6471,14,275,4.25,23,1,8,58,185,1,0,0,5,0,0,0,1,0
2023-09-13,7108,2,0,1,1,8,5716,26,224,3.92,6,0,0,60,158,1,0,0,8,0,0,0,0,0
2023-09-14,7108,0,0,2,2,6,5190,5,184,3.55,10,1,5,37,131,2,0,0,5,0,0,0,1,0
2023-09-15,7112,4,0,1,1,8,5180,48,164,3.17,12,2,4,34,112,1,0,0,6,0,0,0,2,0
2023-09-16,7118,6,0,0,0,1,4164,27,153,3.67,11,0,1,35,106,0,0,0,1,0,0,0,0,0
2023-09-17,7120,2,0,0,0,2,3976,19,131,3.29,5,0,2,34,90,0,0,0,2,0,0,0,0,0
2023-09-18,7121,1,0,1,1,4,3038,19,299,9.84,20,0,1,84,194,0,0,0,4,0,0,1,0,0
2023-09-19,7125,4,0,4,4,13,8716,403,634,7.27,95,9,26,147,357,3,0,0,6,3,0,1,4,0
2023-09-20,7126,1,0,1,0,6,4554,542,352,7.73,25,5,9,107,206,0,0,0,3,2,0,0,1,1
2023-09-21,7132,6,0,0,0,2,3250,577,179,5.51,24,1,5,66,83,0,0,0,2,0,0,0,0,0
2023-09-22,7154,22,0,0,0,8,3919,748,189,4.82,37,1,2,47,102,0,0,0,7,0,0,0,1,0
2023-09-23,7163,9,0,0,0,5,4275,656,151,3.53,9,3,2,65,72,0,0,0,3,0,0,0,2,0
2023-09-24,7167,4,0,0,0,3,4533,659,140,3.09,12,0,1,56,71,0,0,0,3,0,0,0,0,0
2023-09-25,7173,6,0,0,0,4,3760,577,139,3.7,9,0,0,68,62,0,0,0,4,0,0,0,0,0
2023-09-26,7175,2,0,0,0,4,2907,389,91,3.13,6,0,1,50,34,0,0,0,4,0,0,0,0,0
2023-09-27,7178,3,0,0,0,5,3271,385,111,3.39,5,0,1,65,40,0,0,0,5,0,0,0,0,0
2023-09-28,7180,2,0,1,1,7,3653,415,140,3.83,19,0,2,71,48,1,0,0,7,0,0,0,0,0
2023-09-29,7187,7,0,1,1,6,6479,435,362,5.59,57,5,19,138,143,1,0,0,4,2,0,0,0,0
2023-09-30,7197,10,0,1,1,3,9375,421,406,4.33,73,1,18,112,202,1,0,0,2,1,0,0,0,0
2023-10-01,7205,8,0,0,0,5,6069,567,281,4.63,24,5,7,101,144,0,0,0,3,1,0,0,1,0
2023-10-02,7210,5,0,6,6,10,17502,388,834,4.77,36,5,7,336,450,1,0,0,6,0,0,5,4,0
2023-10-03,7215,5,0,5,5,9,25793,280,1070,4.15,45,0,7,450,568,0,0,0,8,0,1,5,0,0
2023-10-04,7222,7,0,2,2,12,39491,191,1215,3.08,71,6,13,534,591,0,0,0,7,0,0,2,5,0
2023-10-05,7237,15,0,2,2,13,39817,190,1256,3.15,121,15,8,444,668,0,0,0,7,0,0,2,6,0
2023-10-06,7243,6,0,6,6,13,40266,301,1138,2.83,73,16,12,487,550,0,0,0,4,1,0,6,8,0
2023-10-07,7247,4,0,0,0,8,40478,323,1063,2.63,49,4,6,484,520,0,0,0,4,0,0,0,4,0
2023-10-08,7251,4,0,0,0,6,47791,364,1326,2.77,39,3,4,606,674,0,0,0,3,0,0,0,3,0
2023-10-09,7255,4,0,2,2,16,45042,298,1124,2.5,53,7,8,515,541,2,0,0,9,1,0,0,6,0
2023-10-10,7258,3,0,2,2,15,37269,304,1012,2.72,40,8,5,495,464,0,0,0,7,2,0,2,6,0
2023-10-11,7267,9,0,0,0,7,34151,407,998,2.92,46,3,9,477,463,0,0,0,4,0,0,0,3,0
2023-10-12,7273,6,0,0,0,11,36348,534,983,2.7,36,5,9,475,458,0,0,0,7,0,0,0,4,0
2023-10-13,7277,4,0,0,0,8,37476,510,961,2.56,35,3,2,495,426,0,0,0,7,0,0,0,1,0
2023-10-14,7283,6,0,0,0,9,39889,468,1021,2.56,29,4,5,493,490,0,0,0,5,1,0,0,3,0
2023-10-15,7288,5,0,0,0,7,36686,248,775,2.11,19,0,1,392,363,0,0,0,5,0,2,0,0,0
2023-10-16,7289,1,0,4,4,15,40987,845,805,1.96,26,6,3,359,411,0,0,0,9,0,0,4,6,0
2023-10-17,7295,6,0,1,1,10,51501,513,1349,2.62,26,4,1,442,876,0,0,0,6,0,0,1,4,0
2023-10-18,7308,13,0,3,3,14,39676,347,1110,2.8,41,4,4,427,634,3,0,0,10,0,0,0,4,0
2023-10-19,7315,7,0,1,1,21,39414,600,1204,3.05,68,11,13,398,714,1,0,0,15,0,0,0,6,0
2023-10-20,7316,1,0,0,0,7,38663,311,1074,2.78,61,8,12,409,584,0,0,0,4,0,1,0,2,0
2023-10-21,7321,5,0,1,1,2,38639,324,1070,2.77,69,2,8,402,589,1,0,0,2,0,0,0,0,0
2023-10-22,7327,6,0,0,0,3,38679,380,964,2.49,23,2,2,408,529,0,0,0,3,0,0,0,0,0
2023-10-23,7340,13,0,3,3,9,44819,372,1181,2.64,80,11,26,438,626,2,0,0,4,5,0,1,0,0
2023-10-24,7345,5,0,1,1,5,37362,338,998,2.67,59,11,16,369,543,1,0,0,1,4,0,0,0,0
2023-10-25,7349,4,0,1,1,9,33590,365,912,2.72,70,14,8,315,505,1,0,0,5,3,0,0,1,0
2023-10-26,7354,5,0,2,2,9,33121,254,1089,3.29,72,12,12,383,610,0,0,0,8,1,0,2,0,0
2023-10-27,7360,6,0,1,1,6,39933,1083,1525,3.82,147,11,14,464,889,1,0,0,3,0,0,0,3,0
2023-10-28,0,0,0,0,0,4,37754,740,1278,3.39,54,4,7,478,735,0,0,0,2,1,0,0,1,0
2023-10-29,0,0,0,0,0,8,35722,497,1429,4,65,10,6,501,847,0,0,0,1,2,1,0,4,0
